"Bug ID","Product","Component","Assignee","Status","Resolution","Summary","Changed"
544680,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Line numbers disappear after Rename refactoring","2019-02-25 16:56:25"
495987,"JDT","Core","stephan.herrmann","CLOSED","WORKSFORME","Missing semicolon havoc project","2019-08-31 17:28:01"
471392,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Java formatter profile is reset every time I close and reopen Eclipse.","2016-02-17 09:05:30"
546344,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","""References in workspace"" should return better results for methods like toString() or close()","2019-04-12 10:12:03"
532496,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","java.util.Arrays","2018-03-16 10:33:07"
501216,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[breadcrumb] Hide Breadcrumb missing","2016-09-14 09:55:14"
475174,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Shift+F2 open API documentation not working","2015-08-18 09:13:41"
549165,"JDT","Core","sarika.sinha","RESOLVED","WORKSFORME","[13][dom] Unsupported exception thrown","2019-09-17 02:09:37"
510608,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[1.9] Incorrect error with module having multiple source folders","2017-10-09 19:46:27"
478594,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","NullPointerException in CompilationUnitEditor$RememberedOffset.setOffset (CompilationUnitEditor.java:756)","2015-10-30 10:14:58"
515995,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[newindex] NullPointerException in NdNodeTypeRegistry.createNode","2017-05-01 11:20:17"
484454,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Missing method reference in Search view","2015-12-16 04:28:00"
460927,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Eclipse not updating code after a change","2015-02-26 22:27:11"
541280,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Content assist proposals order is unreasonable","2019-04-24 06:02:52"
521244,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[JUnit 5] Add test setup and test cases for JUnit 5","2018-04-20 06:11:28"
489107,"JDT","UI","stephan.herrmann","CLOSED","WORKSFORME","StringIndexOutOfBoundsException below LazyGenericTypeProposal.shouldAppendArguments","2018-11-27 17:55:30"
467074,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","StandInException in JavaElementImageDescriptor.getImageData (237)","2015-05-14 05:30:37"
527578,"JDT","UI","jdt-ui-inbox","CLOSED","WORKSFORME","[navigation] 'Visible java categories' hides members and cannot be made visible again.","2018-03-26 13:11:42"
496053,"JDT","Core","sasikanth.bharadwaj","RESOLVED","WORKSFORME","[1.9] Reconciler does not recognize modules referenced from JAR","2017-05-22 05:51:09"
471617,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] NPE in CompletionProposalPopup.handleSetData during CompletionProposalPopup.hide()","2015-07-23 10:14:46"
546439,"JDT","Core","jdt-core-inbox","CLOSED","WORKSFORME","Project-specific java indent level config not working","2019-04-30 10:47:07"
532772,"JDT","Debug","jdt-debug-inbox","RESOLVED","WORKSFORME","NullPointerException in JFaceTextUtil","2018-04-05 05:21:12"
501488,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","It does not work one of the key code folding","2017-07-14 11:14:52"
475299,"JDT","Text","jdt-text-inbox","CLOSED","WORKSFORME","[content assist] Typing ""syso"" to Auto Insert & Autocomplete","2015-08-19 15:43:01"
549168,"JDT","Debug","paul-eclipse","CLOSED","WORKSFORME","[Test]testConsoleOutputSynchronization","2019-09-24 03:59:53"
535016,"JDT","Text","jdt-text-inbox","CLOSED","WORKSFORME","[content assist] Autocomplete won't find @POST annotation","2018-05-23 11:09:57"
510624,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[9][type hierarchy] is incomplete: misses JrtPackageFragmentRoot","2017-01-18 08:44:56"
479033,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[formatter] Different behavior of javadoc indentation between format in file (STRG+SHIFT+F) and Source | Format","2016-02-29 13:58:15"
537637,"JDT","UI","kalyan_prasad","RESOLVED","WORKSFORME","15 leak tests fail on Mac after moving to 10.13.5","2019-05-28 05:21:15"
516006,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] Content assist gives the wrong first choice","2017-05-04 05:24:09"
484820,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Cannot create new class","2016-01-05 14:07:53"
521416,"JDT","Core","stephan.herrmann","RESOLVED","WORKSFORME","Latest Oxygen extremely slow","2017-08-29 10:17:28"
489184,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] lambda expression ctrl + space code assist not working for local variable","2016-03-16 11:31:14"
467226,"JDT","UI","noopur_gupta","RESOLVED","WORKSFORME","inappropriate ""Could not launch external web browser"" error message","2016-04-26 00:21:13"
544888,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[navigation] ""open implementation"" for an overridden method on a final field doesn't link to actual implementation","2019-02-28 16:29:18"
527749,"JDT","Core","manpalat","RESOLVED","WORKSFORME","[9][dom ast]ProvidesDirective - resolveBinding isn't working for implementation nodes","2017-12-12 23:02:56"
546456,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Refactoring doesn't update all methods.","2019-05-07 04:20:56"
532835,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[code mining] Change variable name creates temporary wrong drawing","2019-02-13 03:28:44"
501517,"JDT","Core","stephan.herrmann","RESOLVED","WORKSFORME","[9] figure out glitches in spec of module-info","2017-05-27 15:13:43"
475547,"JDT","Core","stephan.herrmann","RESOLVED","WORKSFORME","Data race on org.eclipse.jdt.core.tests.util.TestVerifier.outputBuffer & errorBuffer","2018-12-06 13:09:49"
549187,"JDT","Core","stephan.herrmann","CLOSED","WORKSFORME","Persistent NPE on Content Assist","2019-08-27 11:26:22"
535304,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Copy command not handled in the methods javadoc overlay","2018-05-30 11:10:20"
511523,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Error in JDT Core during reconcile","2017-02-02 09:15:01"
537977,"JDT","Debug","sarika.sinha","RESOLVED","WORKSFORME","Adding External JARs to JRE not working","2018-11-21 05:05:15"
537990,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Not opening at all","2018-08-16 10:42:08"
517297,"JDT","UI","rgrunber","RESOLVED","WORKSFORME","NewContainerWizardPage.getInitialJavaElement() returns IJavaElement for non-Java project","2018-10-12 09:10:49"
484933,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Resource '/TestProject' already exists.","2019-07-13 05:57:29"
460948,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Just not downloading","2015-02-26 09:55:14"
541844,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Not showing compilation errors/Slowness issues in Eclipse 4.8 with E-Git","2018-12-19 09:29:13"
544906,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Quick Outline (Ctrl+O) doesn't work when editor is split","2019-02-28 04:17:36"
528003,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Conflicting handlers for org.eclipse.jdt.ui.edit.text.java.refactor.quickMenu","2017-12-01 09:34:35"
471958,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Pull Up Method Refactoring accepts the ""abstract"" modifier in a method of an interface","2015-07-08 05:03:41"
546574,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] Method completion proposal relevance should account for invocation context","2019-05-03 04:06:24"
501708,"JDT","Debug","jdt-debug-inbox","CLOSED","WORKSFORME","Step into major method call","2016-09-20 05:11:28"
475549,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] StringIndexOutOfBoundsException in AbstractJavaCompletionProposal.apply (AbstractJavaCompletionProposal.java:370)","2019-01-02 09:20:08"
535481,"JDT","UI","jdt-ui-inbox","CLOSED","WORKSFORME","[search] Ctrl+Shift+G returns every same name classes, not reference only...","2018-06-07 10:09:36"
511621,"JDT","UI","jdt-ui-inbox","CLOSED","WORKSFORME","Remove usage of deprecated SubProgressMonitor from OrganizeImportsOperation","2018-07-02 04:51:16"
538378,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Open Type starts reindexing without need","2018-08-29 04:47:46"
517500,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[typing] ""Escape text when pasting a String Literal"" shouldn't escape quotes that are at the start and the end","2018-08-08 12:30:16"
486360,"JDT","UI","noopur_gupta","RESOLVED","WORKSFORME","[quick fix] Remove 'Configure Annotation Preferences' button and toolbar from quick fix hover","2016-01-22 10:45:37"
461257,"JDT","Debug","jdt-debug-inbox","RESOLVED","WORKSFORME","VMDE in PacketReceiveManager.getReply (179)","2017-09-27 10:35:14"
542862,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Resolution for bug 224708 makes jdt backwards incompatible","2018-12-18 11:30:12"
522609,"JDT","Core","stephan.herrmann","RESOLVED","WORKSFORME","[9] Compilation error reported in attached workspace","2019-11-21 10:55:00"
544933,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","[test] XLargetTest.testBug519070 failure","2019-03-05 03:45:39"
496789,"JDT","Core","stephan.herrmann","CLOSED","WORKSFORME","Errors running builder 'Java Builder' on project '...'","2017-02-02 08:33:22"
472157,"JDT","Debug","sarika.sinha","RESOLVED","WORKSFORME","unable to debug when two copies of same projects open in workspace","2015-07-09 02:18:34"
546726,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Additional test failures on mac in I20190424-1800","2019-04-26 02:23:17"
532961,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[10] Organize import throws NPE when the code has a var and an intersection type","2018-03-29 03:55:30"
503304,"JDT","Core","sasikanth.bharadwaj","RESOLVED","WORKSFORME","Some of the classes in exported packages in java.base module are not resolved","2017-09-08 17:55:38"
475571,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[dark theme] Selection in Java editor almost invisible","2017-06-02 08:35:53"
511642,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[quick fix] Quick Fix shortcut not working even though fixes available","2017-04-14 09:26:48"
461742,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Dead code fix incorrect","2015-03-09 13:47:15"
528438,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[toString] toString method failure","2018-03-26 11:54:40"
533275,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[JUnit] Failure Trace hides full trace","2018-04-10 06:31:00"
467884,"JDT","Debug","jdt-debug-inbox","RESOLVED","WORKSFORME","Info message not complete in dialog box ""Instance Filter Breakpoint Selection""","2015-05-22 03:18:47"
547445,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[quick fix] Quick Fix window should remember its size","2019-05-30 10:46:23"
551345,"JDT","UI","jdt-ui-inbox","CLOSED","WORKSFORME","[tests] Assert fail with CU presnet in package between tests","2019-10-31 13:48:55"
543686,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[quick assist]  Quick Assist 'Assign statement to a new local variable' also annotates the variable","2019-01-22 13:21:46"
492782,"JDT","Core","mateusz.matela","CLOSED","WORKSFORME","Save Failed StackOverflowError TokenTraverser","2016-08-04 12:47:53"
545237,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[code templates] ${date} in template returning the wrong date","2019-03-27 12:49:53"
457577,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Can't change current code cleanup setting after creating new profile","2015-02-02 07:29:51"
519730,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[organize imports] Organize imports stopped working after upgrading to 4.6.3","2017-08-24 06:09:27"
545474,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] The favorites seem to be reset every time the IDE starts","2019-03-21 12:50:49"
514549,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] Autocomplete removes closing parenthesis when entering semicolon after constant ending argument","2017-04-07 10:53:05"
500012,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","""empty package"" is an invention not backed by JLS","2016-09-14 14:29:21"
479439,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Import lines not show in Java Editor","2015-10-09 11:24:57"
467277,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Random line jump","2015-05-28 09:58:13"
535760,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[rulers] Print margin not showing in Java text editor","2018-06-18 11:13:18"
499510,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","last 2 methods stop displaying","2016-08-11 12:15:31"
526946,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[package explorer] Open/Close Project on working set should be renamed","2017-11-28 09:04:07"
496283,"JDT","Debug","sarika.sinha","RESOLVED","WORKSFORME","Waiting for Eclipse Neon V4.6.0RC3","2016-06-17 01:52:37"
521741,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[projection] Java folding preferences","2017-12-21 09:29:08"
467287,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[hovering] ""Quick fix"" options blocked by popup with ""configure annotation preferences"" and ""configure problem severity"" buttons.","2015-05-27 08:59:58"
543066,"JDT","Debug","jdt-debug-inbox","CLOSED","WORKSFORME","output ""null"" Exception","2018-12-30 20:31:25"
492140,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Feature Request - Java String Copy Paste Multiline Auto Fix","2016-04-21 04:55:58"
550679,"JDT","Doc","noopur_gupta","RESOLVED","WORKSFORME","Update JDT Tips & Tricks for 4.13","2019-09-06 05:14:52"
518602,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Anti-fold/Out-of-focus","2019-01-08 11:46:23"
543391,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[content assist] Allow an option to turn off Content Assist for comments","2019-01-13 10:56:22"
552042,"JDT","UI","jdt-ui-inbox","CLOSED","WORKSFORME","[JavaScript] Export JavaScript Code Style Formatter and CleanUp preference profiles to XML, similar to Java Code Style Formatter export","2019-10-11 14:36:55"
540154,"JDT","UI","noopur_gupta","RESOLVED","WORKSFORME","Provide keyboard shortcut to access refactor options dialog","2018-10-16 05:34:09"
487575,"JDT","Debug","daniel_megert","CLOSED","WORKSFORME","Add shortcut for Open from Clipboard","2018-04-09 11:54:14"
493965,"JDT","Core","sasikanth.bharadwaj","CLOSED","WORKSFORME","org.eclipse.jdt.internal.compiler.lookup.ReferenceBinding.isCompatibleWith0(TypeBinding, Scope) assumes explicit conversion from an interface to a class but LHS may be an interface","2018-07-31 15:00:16"
531041,"JDT","UI","noopur_gupta","RESOLVED","WORKSFORME","[10][hovering] Show inferred type of 'var' on hover","2018-03-12 06:07:35"
487724,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[quick fix] Offer ""Remove unused import"" > ""Fix n problems of same category in file"" in Quick Fix when called via keyboard (CTRL + 1)","2016-02-15 05:57:54"
487790,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","refactor rename using 'alt' + shift + R","2016-02-15 04:23:55"
478261,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","Add context help to elements in type hierarchy","2016-04-06 04:40:53"
519840,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","add right click menu item for selecting a method in the editor","2017-07-20 08:14:06"
545515,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Selecting a variable doesn't highlights all of it's occurrences on screen - this is well exists on Eclipse on windows","2019-03-22 12:17:33"
500319,"JDT","UI","jdt-ui-inbox","RESOLVED","WORKSFORME","[getter setter] Add getters and setters at cursor position","2016-08-30 07:45:22"
482626,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","[organize imports][quick fix] Eliminate Unnecessary Imports (as opposed to Reorganize Imports)","2015-11-26 09:01:09"
489247,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Allow to configure Eclipse to show an info/warning/error for new Integer() or other statements","2019-05-08 09:20:22"
532864,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Eclipse doesn't remember folding settings","2018-03-26 11:34:44"
528228,"JDT","Core","jdt-core-inbox","RESOLVED","WORKSFORME","Oxygen version with jdk9.0 runtime environment can't use the 'generate toString()' function","2019-01-09 03:38:12"
499664,"JDT","Text","jdt-text-inbox","RESOLVED","WORKSFORME","Exception trying to view outline","2018-05-01 03:58:02"
